day,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,performance_tier_index,engagement_score
Friday,Email,South,Mobile,Boomers,App Installs,52225,1995,3.82,1061.41,196,9.82,67.95,70,22,8.3,17946.6,3,2.674006702
Saturday,Affiliate,Central,Tablet,Gen X,Traffic,97890,1702,1.74,1195.12,122,7.17,69.98,213,51,6.56,13726.21,3,3.703401778
Friday,Display,East,Mobile,Millennials,Traffic,219772,1460,0.66,1615.3,46,3.15,61.85,74,42,4.03,5176.18,2,0.491600386
Tuesday,Search,Central,Desktop,Gen X,Awareness,129335,4958,3.83,7715.77,161,3.25,46.75,200,32,6.73,12878.48,1,7.666911509
Sunday,Affiliate,South,Tablet,Millennials,Leads,111812,3005,2.69,1592.06,4,0.13,57.05,32,40,5.98,131.33,0,0.860015025
Saturday,Affiliate,East,Tablet,Gen X,Awareness,78283,1334,1.7,2133.445,76,5.7,16.73,82,25,7.58,6461.58,2,1.397340419
Saturday,Affiliate,Central,Tablet,Millennials,Sales,85168,866,1.02,597.65,57,6.58,40.55,126,48,5.54,5607.05,2,1.281185422
Wednesday,Email,East,Tablet,Gen Z,Awareness,62026,1487,2.4,640.44,136,9.15,60.32,128,39,9.66,10792.19,3,3.068648631
Saturday,Display,South,Tablet,Millennials,Leads,146987,545,0.37,473.42,19,3.49,66.44,116,32,6.92,1994.59,2,0.430106064
Thursday,Affiliate,Central,Desktop,Boomers,Traffic,63785,1144,1.79,949.24,7,0.61,17.91,150,21,5.99,300.15,0,2.690287685
Wednesday,Display,East,Desktop,Boomers,Traffic,117463,588,0.5,738.94,6,1.02,47.55,152,37,6.83,479.71,0,0.760886407
Friday,Video,North,CTV,Millennials,Sales,203355,5796,2.85,11730.8,186,3.21,70.38,219,27,5.65,18422.54,1,6.241911927
Wednesday,Affiliate,East,Mobile,Gen X,Traffic,114449,2290,2,2393.74,91,3.97,33.59,200,18,8.24,5293.82,1,4.001782453
Monday,Social,West,Desktop,Gen Z,Traffic,52991,825,1.56,783.96,25,3.03,46.56,177,22,5.01,1947.71,1,2.755656621
Tuesday,Search,West,CTV,Gen Z,Awareness,202566,10158,5.01,17326.21,752,7.4,50.83,165,31,7.33,31473.1,1,8.274192115
Saturday,Display,South,Mobile,Gen Z,Awareness,157206,1328,0.84,1022.07,0,0,29.93,114,39,4.7,286.93,0,0.963016679
Friday,Email,East,Mobile,Millennials,Traffic,86324,3101,3.59,20,166,5.35,46.63,252,34,7.76,8608.53,3,9.052546221
Friday,Video,Central,CTV,Millennials,Leads,261472,3794,1.45,6479.24,225,5.93,58.72,175,40,10,11430.76,1,2.539277628
Sunday,Display,West,Desktop,Millennials,Awareness,162088,2366,1.46,1801.36,91,3.85,71.66,208,44,6.54,6435.45,2,3.036177879
Wednesday,Email,East,Mobile,Gen Z,Awareness,52679,2138,4.06,647.18,172,8.04,51.84,166,23,6.88,20368.41,3,6.737181799
Friday,Search,Central,Tablet,Gen Z,App Installs,156117,4560,2.92,10696.05,443,9.71,46.4,41,56,8.43,39486.21,2,1.197563366
Sunday,Video,South,Mobile,Millennials,Awareness,170923,3885,2.27,7852.45,199,5.12,32.3,140,43,3.29,17932.99,1,3.182134645
Saturday,Social,West,CTV,Millennials,Leads,73125,2698,3.69,3706.05,86,3.19,33.41,191,31,7.61,9760.68,1,7.047083761
Monday,Affiliate,East,Desktop,Boomers,Awareness,897,3,0.33,15905.56,2,66.67,71.05,109,53,8.92,53.88,0,0.364548495
Saturday,Video,South,Mobile,Millennials,Awareness,245613,6193,2.52,8543.44,429,6.93,63.25,91,29,9.59,39409.5,2,2.29451617
Friday,Display,East,Mobile,Gen X,Awareness,140658,921,0.65,1042.69,29,3.15,62.85,199,22,5.68,3446.11,2,1.30301156
Saturday,Display,North,Mobile,Millennials,Traffic,204801,865,0.42,705.87,20,2.31,67.08,192,31,8.11,1165.53,1,0.81093354
Thursday,Video,Central,Tablet,Millennials,Sales,204511,9646,4.72,20718.07,327,3.39,37.63,217,32,5.58,32485.12,1,10.23505826
Sunday,Social,East,Tablet,Gen X,Awareness,128988,3286,2.55,3452.15,234,7.12,54.34,103,35,8.4,24437.73,2,2.623949515
Thursday,Display,West,Tablet,Gen X,Awareness,170557,1735,1.02,738.07,66,3.8,43.72,198,53,5.95,2322.32,2,2.014165352
Sunday,Search,South,Desktop,Gen X,Traffic,132148,3925,2.97,5335.41,312,7.95,52.78,114,35,5.74,33907.56,2,3.38597633
Saturday,Video,West,CTV,Gen Z,Awareness,223666,5982,2.67,9628.46,271,4.53,35.81,157,28,7.13,6675.29,0,4.199002083
Wednesday,Email,West,Tablet,Millennials,Awareness,75903,730,0.96,203.19,99,13.56,34.8,148,36,8.13,8182.47,3,1.42339565
Wednesday,Display,South,Desktop,Boomers,Leads,194112,1822,0.94,1247.44,0,0,52.11,113,34,6.26,0,0,1.060655704
Thursday,Display,West,CTV,Boomers,Sales,170267,1504,0.88,358.15,34,2.26,60.71,259,28,6.6,2669.95,2,2.287795051
Tuesday,Email,East,Desktop,Millennials,Sales,43922,1286,2.93,670.55,78,6.07,69.01,249,34,8.7,4738.25,2,7.290515004
Thursday,Video,Central,CTV,Boomers,App Installs,206816,1791,0.87,1730.54,100,5.58,63.2,122,28,5.91,9952.74,2,1.056504332
Monday,Affiliate,West,Desktop,Gen Z,Traffic,95177,1744,1.83,1821.05,79,4.53,72.56,130,29,6.6,6614.78,2,2.38208811
Thursday,Display,North,Desktop,Gen Z,Leads,185585,1214,0.65,966.89,31,2.55,33.09,145,23,6.66,3808.02,2,0.948514158
Monday,Email,West,Desktop,Gen Z,Awareness,70375,1804,2.56,553.14,106,5.88,83.43,272,36,4.49,6766.09,3,6.972476021
Sunday,Display,East,Desktop,Gen X,Sales,256105,2347,0.92,406.72,36,1.53,30.24,86,34,9.03,1696.08,2,0.788122059
Tuesday,Social,Central,CTV,Millennials,Traffic,115384,2446,2.12,2893.57,19,0.78,68.83,186,34,8.22,934.7,0,3.942973029
Monday,Social,North,Desktop,Gen Z,Traffic,134347,2738,2.04,1922.9,8,0.29,45.68,34,42,9.5,1184.54,0,0.69292206
Friday,Video,North,CTV,Gen X,Awareness,156887,4889,3.12,9670.36,284,5.81,51.51,93,41,4.55,18092.72,1,2.898117754
Friday,Affiliate,North,Mobile,Boomers,App Installs,96729,1358,1.4,1446.85,45,3.31,38.77,118,38,7.36,3120.58,1,1.656628312
Sunday,Social,North,Desktop,Gen X,Traffic,94439,3012,3.19,4377.37,157,5.21,67.31,138,30,4.41,12638,1,4.401317252
Sunday,Search,South,Mobile,Gen Z,App Installs,126832,7153,5.64,21925.25,420,5.87,31.13,216,19,7.73,26576.62,1,12.18184685
Tuesday,Video,South,Desktop,Boomers,Traffic,178630,2096,1.17,3199.03,133,6.35,74.48,200,36,5.28,7112.99,1,2.346750266
Saturday,Affiliate,Central,Tablet,Boomers,Sales,118627,1036,0.87,301.48,15,1.45,56.74,178,35,8.12,1224.66,2,1.554519629
Friday,Affiliate,East,CTV,Gen Z,Leads,26193,505,1.93,364.69,0,0,76.73,151,25,6.46,653.76,1,2.911274005
Monday,Search,South,Mobile,Gen Z,App Installs,79665,2428,3.05,2955.02,72,2.97,50.07,210,40,5.2,5586.02,1,6.400301262
Tuesday,Social,Central,Desktop,Gen Z,Sales,101670,1788,1.76,2608.21,65,3.64,37.3,149,36,7.34,3620.4,1,2.620359988
Monday,Video,West,Tablet,Gen X,Traffic,173487,4778,2.75,6927.61,266,5.57,65.41,204,32,10,26520.73,2,5.618357571
Wednesday,Video,South,Tablet,Gen Z,App Installs,278932,10093,3.62,11151.23,329,3.26,39.29,131,18,7.74,27951.11,1,4.740162477
Thursday,Email,North,CTV,Boomers,Leads,60369,2311,3.83,702.68,47,2.03,70.57,183,43,7.5,1374.75,1,7.005466382
Friday,Affiliate,West,CTV,Millennials,Awareness,57400,1455,2.53,1858.83,55,3.78,56.81,299,23,6.71,6327.31,2,7.579181185
Monday,Display,West,Desktop,Gen X,Awareness,210396,1465,0.7,1240.66,3,0.2,65.18,132,35,6.58,0,0,0.919123938
Sunday,Search,North,Tablet,Gen X,Awareness,150845,7151,4.74,18176.95,0,0,74.11,95,33,4.87,343.34,0,4.503596407
Wednesday,Social,East,Desktop,Gen Z,Awareness,117222,1456,1.24,893.79,29,1.99,79.16,77,38,6.04,1825.51,1,0.9564075
Thursday,Social,Central,Mobile,Gen X,Traffic,76349,1611,2.11,2502.33,0,0,62.07,147,37,9.48,0,0,3.101769506
Monday,Email,South,Mobile,Millennials,Leads,32400,931,2.87,296.83,57,6.12,62.72,121,31,6.53,3303.8,3,3.476882716
Sunday,Search,Central,Mobile,Boomers,Awareness,147161,6303,4.28,14720.68,231,3.66,49.81,181,36,6.21,28524.62,1,7.75234607
Sunday,Search,East,Mobile,Gen X,Awareness,146787,6233,4.25,9468.59,329,5.28,29.87,134,28,7.13,37697.3,2,5.690027046
Tuesday,Display,East,CTV,Millennials,Leads,131579,1765,1.34,1045.57,99,5.61,64.92,113,37,7.01,6698.45,2,1.515781394
Sunday,Video,East,Desktop,Gen Z,Leads,192840,4857,2.52,7986.25,184,3.79,65.82,54,30,4.45,17056.53,1,1.360080896
Friday,Video,Central,Mobile,Millennials,Awareness,249560,4423,1.77,7574.01,172,3.89,38.97,66,30,5.41,8788.24,1,1.169730726
Saturday,Email,West,CTV,Gen Z,Leads,59811,890,1.49,238.93,51,5.73,67.1,161,42,4.89,5988.92,3,2.395713163
Tuesday,Social,South,CTV,Gen Z,Awareness,102224,3161,3.09,4477.58,106,3.35,75.98,174,30,5.52,7529.02,1,5.380478166
Saturday,Affiliate,South,Desktop,Millennials,Traffic,55524,1340,2.41,1475.11,79,5.9,34.58,177,35,8.43,7297.15,2,4.271666306
Tuesday,Email,Central,Tablet,Boomers,Traffic,76152,2095,2.75,867.5,185,8.83,58.08,264,25,9.37,17256.58,3,7.262842736
Sunday,Display,East,Tablet,Boomers,Awareness,184512,1030,0.56,839.29,0,0,77.97,103,39,7.27,0,0,0.574976153
Wednesday,Affiliate,West,Desktop,Millennials,App Installs,56751,1167,2.06,1322.27,35,3,48.24,103,33,5.95,2465.57,1,2.118041973
Wednesday,Email,North,Desktop,Boomers,Awareness,63589,2508,3.94,698.29,326,13,42.09,111,26,7.78,23679.25,3,4.377927
Friday,Search,South,Tablet,Gen Z,Sales,92763,4312,4.65,5472.12,290,6.73,58.12,254,53,6.43,30730.81,2,11.80694889
Sunday,Search,West,Tablet,Millennials,Leads,147376,5311,3.6,8646.85,303,5.71,30.51,212,43,8.32,3904.5,0,7.63985995
Tuesday,Social,North,Tablet,Gen X,Leads,93561,2410,2.58,1953.47,143,5.93,47.25,81,32,6.32,10627.2,2,2.086446276
Monday,Search,North,Desktop,Boomers,Leads,86817,5182,5.97,6556.11,221,4.26,54.25,139,25,6.32,9975.78,1,8.296739118
Friday,Video,East,CTV,Millennials,Awareness,225497,2893,1.28,4521.5,87,3.01,74.18,178,18,5.97,5067.84,1,2.283640137
Sunday,Email,West,Mobile,Gen X,Leads,58282,2690,4.62,516.15,101,3.75,46.55,181,33,6.93,5883.48,3,8.354037267
Monday,Email,Central,Tablet,Gen X,Awareness,37534,1156,3.08,548.56,153,13.24,26.82,232,38,7.91,13751.73,3,7.145308254
Saturday,Affiliate,West,CTV,Gen X,Awareness,97717,1570,1.61,120.01,102,6.5,38.75,110,21,8.03,6365.14,3,1.767348568
Sunday,Email,North,Desktop,Gen Z,Traffic,28409,1261,4.44,511.85,53,4.2,57.22,191,42,8.56,5541.83,3,8.47798233
Saturday,Search,East,CTV,Millennials,App Installs,146175,5277,3.61,12064.53,303,5.74,29.58,179,45,4.37,18453.98,1,6.462001026
Monday,Video,North,Desktop,Boomers,Sales,196777,2453,1.44,4489.7,172,6.08,39.44,249,38,6.43,18286.39,2,3.104006058
Wednesday,Affiliate,North,Tablet,Boomers,Sales,77255,530,0.69,457.19,21,3.96,52.09,255,20,6.48,2140.57,2,1.749401333
Wednesday,Affiliate,Central,CTV,Gen Z,Awareness,40775,646,1.58,573.77,53,8.2,63.71,185,40,6.98,1899,2,2.9309626
Tuesday,Social,North,CTV,Boomers,Traffic,85392,1146,1.34,1473.43,43,3.75,54.86,180,37,4.51,3457.79,1,2.415682968
Monday,Video,East,Mobile,Gen X,Leads,183254,5772,3.15,8958.21,106,1.84,61.15,158,34,9.61,2147.65,0,4.976568042
Tuesday,Email,West,Desktop,Boomers,Awareness,37057,944,2.55,501.43,39,4.13,57.83,162,32,5.02,3370.66,2,4.126831638
Wednesday,Social,South,Tablet,Gen Z,App Installs,88863,703,0.79,949.84,2,0.28,77.19,187,37,8.56,0,0,1.479367116
Saturday,Video,North,Tablet,Boomers,Sales,204873,9340,4.56,13309.12,506,5.42,60.1,160,50,5.91,42519.21,2,7.29427499
Sunday,Social,North,Desktop,Gen Z,Sales,72621,1690,2.33,1183.91,68,4.02,44.55,92,48,8.12,7006.2,2,2.140978505
Sunday,Display,East,Desktop,Gen Z,Traffic,191593,1835,0.96,1756.26,0,0,45.4,127,42,9.9,0,0,1.21635446
Thursday,Search,East,CTV,Gen Z,Leads,154761,5970,3.86,14904.87,269,4.51,47.52,133,25,9.14,21147.03,1,5.130556148
Monday,Affiliate,West,CTV,Millennials,Leads,55991,1047,1.87,457.06,47,4.49,48.76,162,19,4.28,2739.3,2,3.029308282
Thursday,Social,North,Mobile,Boomers,Leads,125280,3396,2.71,3823.68,189,5.57,47.68,144,31,7.67,17185.41,2,3.903448276
Wednesday,Display,South,Desktop,Gen X,Sales,171124,1994,1.17,1197.4,31,1.55,66.97,77,37,5.43,2528.84,1,0.897232416
Saturday,Video,West,Desktop,Boomers,Leads,177113,2034,1.15,2783.09,59,2.9,29.86,107,37,8.78,6716.82,1,1.228808727
Wednesday,Affiliate,Central,CTV,Gen Z,App Installs,72417,234,0.32,245.77,9,3.85,46.27,90,38,8.38,71.08,0,0.290815692
Wednesday,Email,South,Mobile,Millennials,Leads,94427,3722,3.94,1251.4,268,7.2,66.89,92,32,7.95,17800.84,3,3.626335688
Thursday,Affiliate,East,Mobile,Millennials,Sales,75871,1166,1.54,763.94,48,4.12,76.89,155,41,5.42,944.71,1,2.382069565
Friday,Social,West,Tablet,Gen Z,Sales,88063,2168,2.46,2848.16,74,3.41,52.26,131,38,6.63,5675.27,1,3.22505479
Thursday,Display,Central,Mobile,Boomers,Traffic,145306,1023,0.7,829.01,25,2.44,59.71,136,28,8.88,1282.2,1,0.957482829
Thursday,Affiliate,West,Mobile,Gen Z,Traffic,63922,1472,2.3,365.07,92,6.25,32.04,205,34,6.04,8976.24,3,4.720753418
Sunday,Video,South,Tablet,Millennials,Traffic,229518,7277,3.17,7803.32,275,3.78,52.51,189,35,5.89,29272.21,2,5.992353541
Wednesday,Affiliate,Central,Mobile,Gen X,Leads,62370,1030,1.65,759.24,9,0.87,53.75,101,48,8.14,588.22,0,1.667949335
Tuesday,Affiliate,West,CTV,Boomers,Leads,54590,1149,2.1,1453.52,68,5.92,63.92,66,37,6.87,6236.61,2,1.389155523
Wednesday,Display,Central,CTV,Gen X,Awareness,172543,1807,1.05,1672.06,76,4.21,66.17,173,43,6.65,6399.19,2,1.811786048
Monday,Social,West,CTV,Gen X,Traffic,85334,1580,1.85,1823.77,30,1.9,62.2,234,34,9.17,890.63,0,4.332622401
Tuesday,Email,Central,Desktop,Boomers,Sales,57064,2907,5.09,183.53,170,5.85,51.13,176,28,5.83,6973.1,3,8.965932988
Saturday,Display,West,Tablet,Gen Z,Awareness,152323,1198,0.79,1072.76,17,1.42,73.11,145,31,7.46,610.69,0,1.140405585
Friday,Search,North,Mobile,Boomers,Awareness,132690,6305,4.75,13218.17,393,6.23,48.18,211,29,5.54,31125.88,1,10.02603813
Saturday,Video,Central,Mobile,Boomers,App Installs,188222,4999,2.66,8124.35,201,4.02,63.19,139,36,7.22,21471.45,1,3.69170979
Monday,Email,North,Tablet,Boomers,Traffic,50600,517,1.02,441.06,101,10.83,63.76,123,28,6.63,5690.29,3,1.25673913
Saturday,Social,West,CTV,Gen Z,Traffic,99132,2538,2.56,2083.44,122,4.81,86.11,227,31,8.68,2964.29,1,5.811705605
Thursday,Video,North,Tablet,Boomers,Sales,144719,4056,2.8,6706.28,155,3.82,88.4,233,19,9.37,14591.18,1,6.530227544
Saturday,Affiliate,West,Mobile,Gen X,Traffic,91229,1836,2.01,2166.47,99,5.39,43.11,51,24,9.22,12008.45,2,1.026384154
Wednesday,Email,East,Tablet,Gen X,Leads,41662,2090,5.02,1011.82,215,10.29,63.12,122,31,8.5,19294.28,3,6.120205463
Tuesday,Video,South,Mobile,Boomers,Awareness,204554,4423,2.16,5006.29,275,6.22,33.38,55,34,5.33,17943.96,2,1.189245872
Monday,Search,North,Desktop,Gen X,App Installs,163187,5488,3.36,6997.72,404,7.36,63.84,226,30,6.73,37001.57,2,7.600409346
Monday,Affiliate,Central,Tablet,Gen X,Traffic,84276,2124,2.52,2520.76,55,2.59,84.01,117,45,6.56,2324.77,0,2.948739855
Wednesday,Email,West,Desktop,Boomers,Traffic,82094,3136,3.82,1179.41,258,8.23,53.37,168,29,8.16,22732.71,3,6.417618827
Sunday,Email,West,Mobile,Boomers,Traffic,63255,1271,2.01,276.83,75,5.9,33.65,189,36,7.46,5221.01,3,3.797628646
Sunday,Affiliate,West,Desktop,Boomers,Leads,115158,2349,2.04,2266.76,140,5.96,49.9,186,30,9.83,9766.24,2,3.794039494
Tuesday,Email,South,CTV,Millennials,Awareness,56776,1203,2.12,588.17,80,6.65,54.13,161,37,7.67,7186.68,3,3.411353389
Thursday,Affiliate,South,Mobile,Boomers,Leads,37118,543,1.46,730.52,18,3.31,30.32,221,48,6.98,2392.49,2,3.233013632
Sunday,Email,South,Tablet,Millennials,Awareness,69864,2022,2.89,1164.9,150,7.42,59.8,198,27,9.52,13797.06,3,5.730504981
Tuesday,Social,North,Mobile,Boomers,Awareness,55328,1623,2.93,1821.89,89,5.48,89.04,113,32,8.39,9482.09,2,3.314759254
Tuesday,Affiliate,South,CTV,Gen X,Traffic,115358,2219,1.92,2941.54,94,4.24,18.9,196,18,7.88,12151.93,2,3.770210995
Sunday,Social,South,Tablet,Millennials,App Installs,100264,3031,3.02,3499.27,111,3.66,41.09,166,18,6.29,6536.48,1,5.018211921
Thursday,Social,West,Tablet,Gen Z,Leads,102308,1699,1.66,1969.79,99,5.83,51.66,167,38,7.08,11781.96,2,2.773321734
Monday,Search,South,Mobile,Gen Z,Awareness,142469,6301,4.42,11053.99,86,1.36,48.29,331,18,7.34,2567.16,0,14.63919168
Sunday,Video,Central,Mobile,Gen Z,Traffic,203558,5852,2.87,9254.75,427,7.3,62.83,49,24,7.2,34057.81,2,1.40867959
Wednesday,Display,East,Desktop,Gen Z,Awareness,235949,3033,1.29,2473.7,174,5.74,49.28,218,39,6.29,20801.52,2,2.802275068
Thursday,Video,East,Desktop,Boomers,Awareness,179533,4552,2.54,11972.89,279,6.13,77.69,76,32,8.84,29439.97,1,1.926954933
Monday,Video,North,CTV,Gen Z,Sales,116278,2313,1.99,2296.7,210,9.08,26.16,195,41,8.78,17555.12,2,3.878936686
Monday,Display,West,Desktop,Millennials,Leads,161844,2566,1.59,1513.01,157,6.12,63.33,88,33,5.49,11469.2,2,1.395220088
Saturday,Search,South,Mobile,Gen Z,Leads,106913,5899,5.52,5340.63,430,7.29,47.77,113,34,7.63,41901.8,2,6.234854508
Monday,Display,West,Mobile,Millennials,App Installs,203745,2495,1.22,2594.88,33,1.32,41.33,90,35,7.63,3208.39,1,1.102112935
Tuesday,Affiliate,East,Mobile,Millennials,App Installs,102067,2630,2.58,2642.45,140,5.32,33.87,54,19,6.48,6206.66,1,1.391438957
Thursday,Search,Central,Mobile,Millennials,Traffic,117055,5976,5.11,3261.36,369,6.17,20.87,78,36,8.74,31478.69,2,3.982128059
Tuesday,Display,North,Desktop,Gen Z,Leads,184890,1530,0.83,1119.73,46,3.01,54.29,160,30,7.46,1635.71,1,1.324030505
Friday,Social,South,Mobile,Millennials,Leads,146928,3504,2.38,5521.23,101,3.57,63.91,202,25,6.22,11508.06,1,4.817379941
Thursday,Display,West,Desktop,Gen Z,Leads,153530,280,0.18,110.29,6,2.14,70.3,246,33,7.27,84.6,0,0.448641959
Thursday,Affiliate,Central,Tablet,Boomers,Sales,128614,2347,1.82,412.84,79,3.37,53.31,136,24,6.67,6624.68,3,2.481782699
Monday,Video,Central,CTV,Millennials,Leads,280887,8198,2.92,13023.38,739,9.01,57.48,105,31,6.85,41616.58,2,3.064541969
Tuesday,Social,South,Tablet,Boomers,Awareness,144676,3888,2.69,7474.68,113,2.91,62.41,191,34,6.33,11032.07,1,5.132903868
Wednesday,Email,Central,Tablet,Millennials,Traffic,71318,2605,3.65,1759.07,172,6.6,71.9,220,28,10,13850.77,2,8.03583948
Tuesday,Affiliate,West,CTV,Boomers,Sales,115811,2416,2.09,2646.5,0,0,78.01,253,41,6.63,62.41,0,5.277978776
Friday,Email,East,Tablet,Gen Z,App Installs,27184,1017,3.74,812.9,71,6.98,43.01,144,46,6.31,4030.62,2,5.387286639
Wednesday,Video,West,Desktop,Gen X,Leads,221904,6144,2.77,8459.42,285,4.64,50.74,235,32,3.7,21744.96,1,6.506597448
Thursday,Email,East,CTV,Gen X,App Installs,53923,1075,1.99,346.62,66,6.14,64.98,20,38,6.18,6699.17,3,0.398716689
Tuesday,Search,South,Tablet,Boomers,Traffic,149697,6062,4.05,15816.81,377,6.22,78.4,126,18,8.05,26212.71,1,5.102386821
Tuesday,Display,South,Tablet,Gen Z,Awareness,177487,782,0.44,575.74,40,5.12,44.59,139,37,7.97,2212.61,2,0.612427952
Saturday,Display,North,Tablet,Millennials,Sales,235335,2355,1,1274.06,0,0,47.66,148,20,6.5,0,0,1.48103767
Saturday,Email,East,Desktop,Gen Z,Sales,41854,556,1.33,279.01,60,10.79,46.02,182,40,3.54,4898.95,3,2.417737851
Friday,Display,Central,Desktop,Millennials,Awareness,175700,2149,1.22,1857.05,146,6.79,52.56,133,29,6.76,8713.56,2,1.626733068
Friday,Email,East,Mobile,Boomers,Sales,61232,2677,4.37,319.98,188,7.02,64.82,192,37,5.81,11093.94,3,8.394042331
Wednesday,Display,East,Desktop,Millennials,Awareness,189218,1640,0.87,866,7,0.43,30.5,185,43,6.94,325.33,0,1.603441533
Thursday,Video,West,Mobile,Gen X,Sales,264348,7799,2.95,13072.72,64,0.82,51.82,194,34,7.02,4191.07,0,5.723538669
Tuesday,Display,Central,CTV,Millennials,App Installs,215604,2856,1.32,2491.02,120,4.2,50.57,163,35,6.47,11332.01,2,2.15918072
Saturday,Search,East,Mobile,Gen Z,Sales,103625,4509,4.35,10257.57,182,4.04,53.15,144,18,6.6,7285.7,0,6.265823884
Sunday,Display,South,CTV,Gen Z,App Installs,125092,1801,1.44,1140.36,70,3.89,45.67,225,30,7.35,7061.53,2,3.23941579
Friday,Email,North,Tablet,Gen Z,Awareness,60789,624,1.03,65.26,34,5.45,51.31,198,43,7.15,2070.15,3,2.03247298
Tuesday,Display,East,CTV,Gen Z,App Installs,186260,3286,1.76,1707.29,113,3.44,62.3,207,43,4.96,13075,2,3.6518952
Tuesday,Display,West,Mobile,Boomers,Leads,220597,2090,0.95,1192.17,0,0,46.77,200,28,6.6,0,0,1.894858044
Friday,Affiliate,West,CTV,Gen Z,Leads,121913,1878,1.54,995.48,113,6.02,55.41,234,37,7.57,9469.04,2,3.604636093
Wednesday,Email,North,Mobile,Millennials,Awareness,65503,1956,2.99,745.68,157,8.03,46.91,138,38,6.31,9227.28,3,4.120849427
Tuesday,Social,South,Mobile,Millennials,Leads,106904,2453,1.77,2031.27,86,4.53,29.04,107,20,6.27,8445.86,2,2.455202799
Friday,Email,North,Mobile,Gen X,Awareness,59921,1923,3.21,1140.47,169,8.79,54.02,43,37,10,17650.87,3,1.379966956
Sunday,Search,North,Tablet,Gen Z,Leads,129699,6653,5.13,17181.36,426,6.4,72.02,121,41,6.69,29963.9,1,6.206778772
Thursday,Display,Central,CTV,Gen X,Traffic,179401,1654,0.92,620.04,34,2.06,60.75,131,46,6.58,2402.97,2,1.207763613
Friday,Social,Central,CTV,Gen Z,Traffic,108636,1397,1.29,1791.47,18,1.29,40.82,201,36,8.04,312.13,0,2.584750911
Tuesday,Display,South,CTV,Boomers,Awareness,225391,772,0.34,545.41,20,2.59,45.78,173,38,5.62,1321.42,1,0.592552498
Wednesday,Email,Central,Desktop,Boomers,Sales,55658,1617,2.91,654.88,168,10.39,45.2,164,18,6.07,17177.45,3,4.764598081
Thursday,Display,East,CTV,Millennials,Awareness,251636,3465,1.38,3657.35,0,0,50.28,5,36,9.08,289.21,0,0.068849449
Thursday,Display,East,Mobile,Gen X,App Installs,215877,1800,0.83,1423.3,72,4,63.7,115,35,7.48,7682.19,2,0.958879362
Thursday,Social,South,Mobile,Gen Z,Sales,94869,1179,1.24,1442.47,23,1.95,32.86,271,40,5.59,2002.53,1,3.367896784
Thursday,Search,South,Mobile,Millennials,Sales,76532,3560,4.65,6167.18,171,4.8,34.87,174,27,7.49,10380.36,1,8.093869231
Saturday,Video,South,CTV,Gen Z,Leads,218444,4702,2.15,6622.36,289,6.15,53.84,125,32,6.02,25633.11,2,2.690620937
Monday,Social,Central,Tablet,Gen X,Sales,123138,2121,1.72,838.88,43,2.03,41.52,275,49,8.85,2816.98,2,4.736758758
Friday,Affiliate,South,Mobile,Millennials,Traffic,82645,941,1.14,392.86,19,2.02,28.16,104,42,6.23,1840.95,2,1.184149071
Wednesday,Display,West,CTV,Millennials,Sales,240760,2576,1.07,1385.73,0,0,49.78,103,48,6.41,335.88,0,1.102043529
Saturday,Social,North,Tablet,Boomers,Traffic,127920,2453,1.51,2545.96,75,3.88,53.22,301,33,7.38,3900.01,1,5.771990306
Tuesday,Affiliate,East,Mobile,Millennials,Sales,38355,843,2.2,1076.19,42,4.98,62.97,219,40,8.96,1754.74,1,4.813375049
Sunday,Search,North,Desktop,Gen Z,Sales,147293,7679,5.21,18927.74,434,5.65,38.25,79,34,5.54,42379.24,1,4.118600341
Wednesday,Social,East,Mobile,Boomers,App Installs,70822,1887,2.66,1788.36,108,5.72,58.4,184,44,8.31,11362.63,2,4.902544407
Tuesday,Video,East,Tablet,Gen Z,App Installs,268878,10388,3.86,26118.27,167,1.61,35.25,283,28,7.12,20977.6,0,10.93359814
Sunday,Search,East,CTV,Millennials,Traffic,107490,5081,4.73,8702.12,301,5.92,68.42,150,27,6.5,14200.66,1,7.090427016
Thursday,Video,Central,CTV,Gen X,Awareness,231284,8261,3.57,10756.72,174,2.11,36.96,193,31,5.92,13549.29,1,6.893572404
Thursday,Video,East,Tablet,Gen Z,Awareness,251757,6956,2.76,7662.87,415,5.97,44.6,176,39,5.87,37038.84,2,4.862847905
Wednesday,Affiliate,West,CTV,Millennials,Leads,137119,4386,3.2,2138.97,201,4.58,45.69,138,35,7.6,28149.6,3,4.414180383
Tuesday,Social,West,Desktop,Gen X,App Installs,177395,5213,2.94,6669.27,163,3.13,41.21,229,51,7.31,15554.48,1,6.729485047
Saturday,Email,West,CTV,Gen Z,Awareness,70995,3232,4.55,865.35,103,3.19,82.6,218,27,7.13,10903.1,3,9.924304528
Monday,Affiliate,South,Mobile,Millennials,Awareness,70554,1045,1.48,421.03,34,3.25,55.3,106,43,8.57,2786.79,2,1.570003118
Monday,Search,North,Tablet,Millennials,Awareness,140752,6519,4.63,11874.43,173,2.65,52.29,98,37,9.97,16743.93,1,4.538919518
